RLN,SERVICE_CODE,UIC,ULC,UTC,UNIT_NAME,DESCRIPTION,NUM_PAX,ORIGIN_GEOLOC,ORIGIN_NAME,POE_GEOLOC,POE_NAME,POD_GEOLOC,POD_NAME,DEST_GEOLOC,DEST_NAME,RLD_ORIGIN,ALD_POE,EAD_POD,LAD_POD,RDD_DEST,BLANK
"7GAHP","M",\N,"PER","9GUAP","H&S CO  INF BN/ AU","H&S CO  INF BN/ AU",270.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAJC","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAJP","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",182.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAKC","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAKP","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",182.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GALC","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GALP","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",182.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAMC","M",\N,"PER","0GVGP","WPNS CO  INF BN AU","WPNS CO  INF BN AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAMP","M",\N,"PER","0GVGP","WPNS CO  INF BN AU","WPNS CO  INF BN AU",154.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GANC","M",\N,"PER","9GUAP","H&S CO  INF BN/ AU","H&S CO  INF BN/ AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GANP","M",\N,"PER","9GUAP","H&S CO  INF BN/ AU","H&S CO  INF BN/ AU",270.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAPC","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAPP","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",182.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAQC","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAQP","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",182.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GARC","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GARP","M",\N,"PER","0GVAP","RIFLE CO  INF B AU","RIFLE CO  INF B AU",182.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GASC","M",\N,"PER","0GVGP","WPNS CO  INF BN AU","WPNS CO  INF BN AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GASP","M",\N,"PER","0GVGP","WPNS CO  INF BN AU","WPNS CO  INF BN AU",154.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAYC","M",\N,"BN","1HDAA","ARTILLERY BN   VA","ARTILLERY BN   VA",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAYP","M",\N,"BN","1HDAA","ARTILLERY BN   VA","ARTILLERY BN   VA",1.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAZC","M",\N,"PER","9HLHP","DET  HQ BTY  AR AU","DET  HQ BTY  AR AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GAZP","M",\N,"PER","9HLHP","DET  HQ BTY  AR AU","DET  HQ BTY  AR AU",1.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GBAC","M",\N,"PER","1HJAP","155 MM ARTY BTR AU","155 MM ARTY BTR AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GBAP","M",\N,"PER","1HJAP","155 MM ARTY BTR AU","155 MM ARTY BTR AU",147.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GBBC","M",\N,"PER","1HJAP","155 MM ARTY BTR AU","155 MM ARTY BTR AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GBBP","M",\N,"PER","1HJAP","155 MM ARTY BTR AU","155 MM ARTY BTR AU",147.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GBCC","M",\N,"PER","1HJAP","155 MM ARTY BTR AU","155 MM ARTY BTR AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GBCP","M",\N,"PER","1HJAP","155 MM ARTY BTR AU","155 MM ARTY BTR AU",147.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GBDC","M",\N,"PER","1HJAP","155 MM ARTY BTR AU","155 MM ARTY BTR AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GBDP","M",\N,"PER","1HJAP","155 MM ARTY BTR AU","155 MM ARTY BTR AU",147.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GBEC","M",\N,"PER","1HJAP","155 MM ARTY BTR AU","155 MM ARTY BTR AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7GBEP","M",\N,"PER","1HJAP","155 MM ARTY BTR AU","155 MM ARTY BTR AU",147.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-4.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAAC","M",\N,"BN","9VCAA","H&S BN  FSSG   VA","H&S BN  FSSG   VA",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAAP","M",\N,"BN","9VCAA","H&S BN  FSSG   VA","H&S BN  FSSG   VA",300.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EABC","M",\N,"PER","9VDGP","DET  H&S CO  H& AU","DET  H&S CO  H& AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EABP","M",\N,"PER","9VDGP","DET  H&S CO  H& AU","DET  H&S CO  H& AU",58.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EACC","M",\N,"PER","9VELP","DET  SVC CO  H& AU","DET  SVC CO  H& AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EACP","M",\N,"PER","9VELP","DET  SVC CO  H& AU","DET  SVC CO  H& AU",59.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EADC","M",\N,"PER","QVHLP","MP CO (-)  H&S  AU","MP CO (-)  H&S  AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EADP","M",\N,"PER","QVHLP","MP CO (-)  H&S  AU","MP CO (-)  H&S  AU",70.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAEC","M",\N,"PER","6VFLP","DET  COMM CO  H AU","DET  COMM CO  H AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAEP","M",\N,"PER","6VFLP","DET  COMM CO  H AU","DET  COMM CO  H AU",90.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAFC","M",\N,"BN","JVTAA","SUPPLY BN  FSSGVA","SUPPLY BN  FSSGVA",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAFP","M",\N,"BN","JVTAA","SUPPLY BN  FSSGVA","SUPPLY BN  FSSGVA",100.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAGC","M",\N,"PER","9VUAP","DET  H&S CO  SU AU","DET  H&S CO  SU AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAGP","M",\N,"PER","9VUAP","DET  H&S CO  SU AU","DET  H&S CO  SU AU",145.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAHC","M",\N,"PER","JVVEP","DET  AMMO CO/MP AU","DET  AMMO CO/MP AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAHP","M",\N,"PER","JVVEP","DET  AMMO CO/MP AU","DET  AMMO CO/MP AU",306.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAJC","M",\N,"PER","JVXEP","DET  MED LOG CO AU","DET  MED LOG CO AU",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
"7EAJP","M",\N,"PER","JVXEP","DET  MED LOG CO AU","DET  MED LOG CO AU",95.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-2.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000,15.000000000000000000000000000000,15.000000000000000000000000000000
